teleplay_id,name,genre,type,episodes,rating,members,rating_2
2575,Don Chuck Monogatari,"Adventure, Kids, Slice of Life",medium,26,6.2438602,411,6.142857142857143
612,PetoPeto-san,"Comedy, Fantasy, Romance, School",medium,13,6.3709936,3956,6.6347826086956525
3821,Portable Kuukou,"Music, Sci-Fi",Music,1,5.9439363,1515,5.894736842105263
5515,Wakusei Robo Danguard Ace: Uchuu Daikaisen,"Mecha, Sci-Fi",long,1,5.5599723,220,5.25
930,Densetsu Kyojin Ideon,"Drama, Mecha, Sci-Fi, Space",medium,39,6.87592,5517,6.887096774193548
6658,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,"Comedy, Magic",medium,13,4.629082,300,3.0
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,"Drama, Shoujo",short,3,7.336798,1248,7.62962962962963
6827,Suzume no Oyado,Fantasy,long,1,5.546584,359,5.166666666666667
32826,Yuuki no Baton,Music,Music,1,6.085886,549,6.0
5653,Mahou Shoujo Ai San: The Anime,"Demons, Restricted, School, Supernatural",short,3,6.5404186,1981,6.521739130434782
31977,Hanabi,"Drama, Music, Romance, Slice of Life",Music,1,5.684622,162,3.0
21339,Psycho-Pass Movie,"Action, Military, Police, Sci-Fi",long,1,7.3725348,94677,8.07466814159292
4312,Hokuto no Ken: Toki-den,"Action, Martial Arts",short,1,6.7006598,3662,7.7727272727272725
1782,Hyakki,"Restricted, Horror",short,3,5.881216,1341,6.08
31518,Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,"Harem, Restricted, School",short,1,6.3199143,1729,6.904761904761905
1142,Hachimitsu to Clover II,"Drama, Josei, Romance",medium,12,8.419269,61493,8.492494929006085
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,"Adventure, Comedy, Mystery, Police, Shounen",short,1,7.4254436,8252,7.35258358662614
4591,Yoiko,"Comedy, School, Slice of Life",medium,20,6.8879004,2238,6.90625
7580,Ikkitousen: Xtreme Xecutor,"Action, Ecchi, Martial Arts, School, Super Power",medium,12,7.0033736,28260,7.15668202764977
6802,So Ra No Wo To,"Military, Music, Sci-Fi, Slice of Life",medium,12,7.805582,84390,7.663585002568054
15807,Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,"Comedy, Ecchi, School, Sports",short,1,7.2052827,10122,7.472222222222222
33358,Mahou no Star Magical Emi: Finale! Finale!,"Comedy, Magic, Shoujo",short,1,5.554676,107,5.0
3318,Kimi ga Nozomu Eien: Next Season,"Drama, Romance",short,4,7.088401,21064,7.329710144927536
27793,It Girl,Music,Music,1,5.952096,961,5.666666666666667
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",long,1,7.2831326,2553,7.347222222222222
1026,Yakumo Tatsu,"Adventure, Historical, Horror, Shoujo, Supernatural",short,2,5.762048,2427,6.086956521739131
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",long,1,8.499877,135735,8.603178879310345
2436,Angelium,Restricted,short,2,6.314283,3395,6.346153846153846
3743,Murder,"Mystery, Parody, Vampire",long,1,5.802127,963,5.970588235294118
8525,Kami nomi zo Shiru Sekai,"Comedy, Harem, Romance, Shounen, Supernatural",medium,12,8.200875,284846,8.08411214953271
31344,K: Missing Kings - Manner Movie,Comedy,long,1,6.7650585,3235,6.833333333333333
3503,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",medium,12,6.858478,122288,6.9416610999777335
9857,Bakusou Kyoudai Let&#039;s &amp; Go Special,"Adventure, Cars, Shounen, Sports",Special,1,6.0635443,344,5.857142857142857
31109,Hatsukoi Monster,"Comedy, Romance, School, Shoujo",medium,12,6.4605985,37238,6.142857142857143
970,Yokoyama Mitsuteru Sangokushi,"Adventure, Historical",medium,47,7.461902,2849,7.8307692307692305
1064,Mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",short,7,7.318492,4681,7.596026490066225
4689,Kaze no Toori Michi,Music,Music,1,6.1769395,1902,6.218181818181818
3757,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,"Adventure, Fantasy",long,1,6.8823357,573,7.0
8292,Seitokaichou Hikaru,Restricted,short,1,6.195584,2772,6.2
524,Onegai☆Twins: Natsu wa Owaranai,"Comedy, Drama, Romance",short,1,7.2771044,22614,7.318110236220472
21041,Follow Me,"Drama, Music, Romance, Slice of Life",Music,1,7.214963,1165,7.153846153846154
3633,Angel,"Comedy, Restricted, School",short,1,5.6246457,1005,5.444444444444445
3320,Harbor Light Monogatari: Fashion Lala yori,Shoujo,short,1,5.4609756,800,5.375
2524,Jungle de Ikou!,"Action, Adventure, Comedy, Ecchi, Magic",short,3,5.7099776,3185,5.911504424778761
27411,Ghost in the Shell (2015),"Action, Mecha, Police, Psychological, Sci-Fi",long,1,7.207792,19872,7.851351351351352
9792,Licca-chan Fushigi na Fushigi na Yunia Monogatari,"Adventure, Kids",short,2,6.543027,307,6.5
23177,Piano Specials,"Drama, Music, Romance, Shoujo, Slice of Life",Special,4,5.4632893,194,5.0
7953,Defend Love,"Adventure, Fantasy, Magic, Mecha, Music, Romance, Sci-Fi, Super Power, Supernatural",Music,1,5.8515015,1162,6.0285714285714285
22411,Asa ga Kuru mae ni: Sasurai Version,"Music, Romance",Music,1,5.2871733,187,5.0
4492,Seisen Gakuin,Restricted,short,1,6.0804,1628,6.0588235294117645
28077,"Go! Go! 575: Meippai ni, Hajiketeru?",Slice of Life,Special,1,5.57374,1628,6.083333333333333
34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"Action, Horror, Mystery, Psychological",Special,1,8.041535,29969,8.19482496194825
22163,Natsu no Shisen 1942,Dementia,long,1,4.3914557,167,2.0
15875,Shin Kyojin no Hoshi,Sports,medium,52,4.543357,165,4.0
971,Astro Boy: Tetsuwan Atom,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen, Super Power",medium,50,6.6705413,9331,7.207843137254902
3182,Massugu ni Ikou. 2nd Season,"Comedy, Josei, Romance, Slice of Life",medium,5,6.766406,904,6.764705882352941
13843,Wild Adapter,"Action, Drama, Mystery, Shoujo",short,2,6.204414,5196,6.7407407407407405
6462,Amefuri Kozou,"Fantasy, Supernatural",short,1,6.370565,606,6.5625
10643,Gintama: Dai Hanseikai,"Action, Comedy, Parody, Samurai",Special,1,7.5985217,14728,8.26595744680851
298,.hack//Tasogare no Udewa Densetsu,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",medium,12,6.5806413,47679,6.959162303664922
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,"Fantasy, Magic",short,2,6.247502,2708,6.284090909090909
21201,Teekyuu 2 Specials,"Comedy, School, Shounen, Sports",Special,2,7.1995625,5666,7.102739726027397
586,Ayakashi: Japanese Classic Horror,"Fantasy, Historical, Horror",medium,11,7.220582,34938,7.75
20365,Another: Misaki Mei - Shizuka ni,Music,Music,1,6.283071,10775,6.433734939759036
29756,Sinbad: Soratobu Hime to Himitsu no Shima,Adventure,long,1,6.601966,881,7.0
864,Mobile Suit Gundam Seed MSV Astray,"Mecha, Military, Sci-Fi, Shounen, Space",short,2,6.7162957,7336,6.533101045296167
9494,Soukyuu no Fafner: Arcadian Memory,"Action, Drama, Mecha, Military, Sci-Fi",short,2,6.2277393,1723,6.434782608695652
2983,Digital Devil Story: Megami Tensei,"Adventure, Demons, Drama, Fantasy, Horror, Mystery, Psychological, School, Supernatural",short,1,5.422168,2660,5.56043956043956
28251,Uribyeol ilhowa ulrookso,"Comedy, Kids, Magic, Romance",long,1,5.389114,283,5.5
30862,Yubi wo Nusunda Onna,nan,long,1,6.175746,223,6.5
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,Comedy,ONA,7,6.1888194,4503,6.52972972972973
16397,Photokano,"Ecchi, Romance, School",medium,13,6.442239,53319,6.58148893360161
31505,Go! Samurai,"Action, Samurai",ONA,1,6.2463226,108,7.0
31750,TV-ban Pokemon Special Masara Town-hen Soushuuhen,"Action, Adventure, Comedy, Fantasy, Kids",short,3,6.058981,485,6.0
25011,Fate/kaleid liner Prisma☆Illya 2wei! Specials,"Comedy, Ecchi, Fantasy, Magic",Special,5,7.0730042,13480,7.037931034482758
8987,Princess Knight☆Catue,Restricted,short,3,6.8566427,3006,7.017857142857143
1980,Trava: Fist Planet,"Action, Comedy, Mecha, Sci-Fi, Space",short,4,7.097399,8535,7.064638783269962
16514,Batsu &amp; Terry,"Comedy, Drama, School, Shounen, Sports",long,1,6.58827,152,6.5
8134,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!",Comedy,long,1,6.949604,1577,7.121212121212121
22789,Barakamon,"Comedy, Slice of Life",medium,12,8.148088,225927,8.541864139020538
2741,Monkey Turn V,"Action, Drama, Sports",medium,25,7.4690924,245,7.75
2789,B-Densetsu! Battle Bedaman,"Adventure, Fantasy, Kids, Shounen",medium,52,6.688517,6545,6.252336448598131
12101,Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,"Magic, Music",Music,1,6.1217976,1773,6.486486486486487
6607,Superflat First Love,"Adventure, Fantasy",Special,1,6.2745953,2433,6.3478260869565215
29711,Countdown,Dementia,long,1,4.606143,62,3.0
13643,Imouto Twins,Restricted,short,1,6.129524,1313,6.12
33113,Scared Rider Xechs,"Adventure, Harem, Romance, Sci-Fi",medium,12,6.147558,12594,5.9375
234,Dan Doh!!,"Adventure, Shounen, Sports",medium,26,6.5116854,2351,7.028985507246377
12141,Kaze no Matasaburou,"Fantasy, Kids, Slice of Life",short,1,5.2250595,371,5.571428571428571
4331,Penguin no Mondai,"Comedy, Kids",medium,100,5.810192,377,5.5
693,Burn Up Scramble,"Action, Comedy, Drama, Ecchi, Police, Sci-Fi, Shounen",medium,12,6.396615,5899,6.397590361445783
14617,Stranger: Mukou Hadan Pilot,"Action, Adventure, Historical, Samurai, Seinen",Special,1,6.8462586,4741,7.238095238095238
4966,Jigazou,Comedy,long,1,5.50741,1152,4.923076923076923
25889,Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,"Adventure, Comedy, Kids, Sci-Fi",Special,1,6.237818,219,8.0
24261,Hitsugi no Chaika OVA,"Action, Adventure, Comedy, Fantasy, Shounen",short,1,7.0447645,20605,7.169291338582677
31319,12-sai. 2nd Season,"Romance, School, Shoujo",short,4,6.419297,1383,6.5
34136,Orange: Mirai,"Drama, Romance, School, Sci-Fi, Shoujo",long,1,7.2988935,29969,8.0
1812,Hanoka,Sci-Fi,medium,12,5.7759085,1686,4.696428571428571
10790,Kore wa Zombie Desu ka? of the Dead,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",medium,10,7.9010444,180032,7.8915971776779985
9333,Koi☆Sento,"Comedy, Romance",short,1,6.5992017,4830,6.672985781990521
4262,Koihime†Musou,"Action, Adventure, Fantasy, Historical, Martial Arts",medium,12,6.7039623,32176,7.006109979633401
32446,MONSTER GENERATiON,Music,Music,1,5.924103,468,5.6
32430,Kodanuki Ponpo,"Kids, Music",Music,1,4.6956873,62,3.0
1679,Green Green Specials,"Comedy, Ecchi, Romance, Slice of Life",short,3,6.2237163,7526,6.638888888888889
19671,Free!: FrFr - Short Movie,"Comedy, Sports",Special,7,7.7503858,35956,7.855297157622739
25861,Inugami-san to Nekoyama-san Special,"Comedy, School, Shoujo Ai",Special,1,6.787751,7062,6.968036529680365
4419,Catman,"Comedy, Fantasy, Slice of Life",ONA,7,6.4992466,1555,6.611111111111111
29980,Adventures in Beauty Wonderland,Dementia,long,1,4.902062,698,4.166666666666667
1273,Injuu Gakuen La Blue Girl: Fukkatsu-hen,"Demons, Restricted",short,4,6.0851374,2808,6.325
29770,Kikyuu,Music,Music,1,5.681216,247,5.0
11917,Major: World Series,"Comedy, Drama, Sports",short,2,8.299762,13405,8.56989247311828
3983,Mujintou Monogatari X,Restricted,short,4,6.1472325,531,6.142857142857143
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,"Drama, Fantasy, Harem, Romance, Shoujo",medium,12,6.8798866,5827,7.406779661016949
29812,Yumemi Douji,Drama,long,1,4.6125026,79,4.5
30246,Space☆Dandy 2nd Season Picture Drama,"Comedy, Sci-Fi, Space",Special,3,6.2157516,1150,6.416666666666667
2359,Choujin Densetsu Urotsukidouji Movie,"Action, Demons, Drama, Restricted",long,1,6.513148,2545,6.390625
3991,Mahou Shoujo-tai Arusu the Adventure,"Adventure, Comedy, Fantasy, Magic",short,6,6.7996387,3208,7.013698630136986
23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,Comedy,medium,13,5.843981,1187,6.0
18557,High School Agent,"Action, Drama, Military",short,2,5.606529,219,6.0
5693,"Shinran-sama: Negai, Soshite Hikari",Historical,short,1,7.528867,150,8.0
1949,Mahou no Chocolate,"Drama, Romance",short,1,5.8694673,2277,5.84375
8772,Happy Weekend,"Kids, Music",Music,1,5.356415,166,4.666666666666667
24909,Kaitou Joker,"Adventure, Comedy, Mystery, Shounen",medium,13,7.3017993,6352,7.035294117647059
1635,Ai Shimai 2: Futari no Kajitsu,Restricted,short,2,6.4730134,5247,6.540372670807454
3563,Momone,Restricted,short,1,5.6998997,838,5.533333333333333
31137,Mahou Shoujo Lyrical Nanoha ViVid: Special Program,"Action, Magic",Special,1,5.7069473,1026,5.6923076923076925
3308,Heartwork: Symphony of Destruction,"Action, Restricted",short,3,5.974968,2197,6.268656716417911
25437,Brothers Conflict OVA,"Harem, Romance, Shoujo",short,2,6.927738,10286,7.322033898305085
31652,Taimanin Asagi 2,"Demons, Restricted, Supernatural",short,2,6.662821,1904,6.5
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,"Comedy, Parody, Sci-Fi",Special,24,6.6324587,455,7.333333333333333
32175,Shounen Maid,"Comedy, Shoujo, Slice of Life",medium,12,7.092578,30363,7.553475935828877
1289,Mobile Police Patlabor: The New Files,"Comedy, Mecha, Police, Sci-Fi",short,16,7.4830136,3952,7.761904761904762
13281,FlashBack,Music,Music,1,6.933563,1508,7.2592592592592595
11537,Yamatarou Kaeru,Kids,short,1,6.1925993,332,6.75
4411,Mirai Robo Daltanias,"Comedy, Mecha, Shounen, Space",medium,47,6.3238587,509,6.5
32740,Girls und Panzer der Film: Arisu War!,"Military, School",Special,1,7.40329,6548,7.484126984126984
4558,Yukiyo Ichiya Monogatari,"Restricted, Historical",short,3,5.57825,922,5.8
1391,Future GPX Cyber Formula,"Adventure, Sci-Fi, Shounen, Sports",medium,37,6.923309,2707,7.333333333333333
4808,Hurricane Polymar,"Action, Adventure, Police, Sci-Fi, Super Power",medium,26,6.0522246,738,5.888888888888889
15699,Haiyore! Nyaruko-san W,"Comedy, Parody, Sci-Fi",medium,12,7.159736,84442,7.566185083951582
31440,Teekyuu 6,"Comedy, Shounen, Sports",medium,12,6.929522,6897,6.891472868217054
49,Aa! Megami-sama!,"Comedy, Magic, Romance, Seinen, Supernatural",short,5,7.459567,34590,7.5060160427807485
2152,Oh! Edo Rocket,"Comedy, Drama, Fantasy, Historical, Sci-Fi",medium,26,6.8604755,8221,7.49468085106383
24911,Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,Restricted,short,1,6.167831,1930,6.166666666666667
1296,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,"Action, Comedy, Mecha, Sci-Fi, Super Power",short,1,6.6411285,2876,6.736363636363636
3594,Tears to Tiara,"Action, Adventure, Fantasy, Magic",medium,26,7.394809,50455,7.471879286694102
2165,Gegege no Kitarou (2007),"Comedy, Fantasy, Horror",medium,100,7.0296106,1656,7.615384615384615
1587,Tenpou Ibun: Ayakashi Ayashi,"Demons, Historical, Supernatural",medium,25,6.7384925,10364,7.075829383886256
7897,Issho ni Sleeping: Sleeping with Hinako,Ecchi,short,1,5.1565104,10703,4.873508353221957
3377,Tres Marias: Sannin no Sei Shojo,Restricted,short,2,5.885352,1003,5.818181818181818
20031,D-Frag!,"Comedy, Game, School, Seinen",medium,12,7.3498726,154548,7.825872978673541
10219,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,"Comedy, Ecchi, Romance",Special,1,6.711538,10024,6.622784810126582
10280,Uchuu Kaizoku Sara Special,"Restricted, Sci-Fi",Special,1,7.0071483,2441,7.2631578947368425
9689,Agukaru,"Magic, Slice of Life, Supernatural",ONA,5,6.4638495,955,7.0
2042,Five Star Stories,"Action, Drama, Fantasy, Mecha, Sci-Fi",long,1,6.451538,5343,6.892086330935252
1645,Harlock Saga: Nibelung no Yubiwa,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",short,6,6.823525,3244,6.857142857142857
33190,Planetarian: Hoshi no Hito,Magic,long,1,6.5978427,9461,7.0
1572,Jungle Taitei,"Adventure, Kids, Shounen",medium,52,6.5065145,3067,6.585858585858586
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",medium,13,8.517236,205987,8.569178212184475
7338,Darker than Black: Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,4,7.945663,136135,8.179773043997612
53,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",medium,24,7.3544416,66597,7.448962993086621
686,To Heart: Remember My Memories Specials,"Comedy, Martial Arts, Parody, Samurai, Sci-Fi, Super Power",Special,7,6.4368954,2198,6.854838709677419
30705,Makura no Danshi,Shoujo,medium,12,5.74513,19386,5.339233038348082
8663,Yokoo&#039;s 3 Animation Films,"Psychological, Romance",short,3,5.0283794,440,4.333333333333333
23753,Kishin Houkou Demonbane (TV) Specials,"Magic, Mecha, Sci-Fi, Supernatural",Special,2,5.718694,571,5.5
4113,Mahou no Mako-chan,"Fantasy, Magic, Romance, Shoujo",medium,48,6.438903,678,6.35
3916,Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,Restricted,short,2,6.762665,2930,6.901639344262295
10460,Kimi to Boku.,"Comedy, Drama, Romance, School, Shounen, Slice of Life",medium,13,7.7836585,86196,7.978733687771871
23115,Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru Soushuuhen Special,"Comedy, Mystery, Super Power",Special,1,6.7079086,4587,6.774193548387097
2621,Natsu e no Tobira,"Drama, Romance, Shoujo, Shounen Ai",long,1,6.231192,1975,6.666666666666667
33449,Moving Colors,Dementia,long,1,5.1095705,109,5.0
20075,Obocchama-kun,"Comedy, Parody",medium,164,5.659539,85,5.0
29755,Haikyuu!! Movie 1: Owari to Hajimari,"Comedy, Drama, School, Shounen, Sports",long,1,7.8447595,13094,8.039473684210526
8655,Bijukubo,Restricted,short,2,6.4799204,2918,6.551724137931035
6122,Jinkou Shoujo: Henshin Sex Android,Restricted,short,2,6.775155,3287,6.916666666666667
670,Lamune,"Drama, Romance, Slice of Life",medium,12,7.07654,28716,7.154223968565815
3879,Paris no Isabelle,"Drama, Historical",medium,13,7.2109356,216,7.666666666666667
24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",medium,12,6.83161,99133,7.148070907194994
23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,"Action, Adventure, Comedy, Drama, Seinen",long,1,7.1183195,5939,7.959731543624161
11933,Oda Nobuna no Yabou,"Comedy, Historical, Romance",medium,12,7.736492,133216,7.863712978569708
769,Burn Up! W,"Comedy, Ecchi, Mecha, Sci-Fi, Shounen",short,4,6.1492434,5750,6.584362139917696
11703,Code:Breaker,"Action, Comedy, School, Shounen, Super Power, Supernatural",medium,13,6.8796654,135255,7.143293458895394
1388,Yakin Byoutou Ni,Restricted,short,5,6.291577,2741,6.318840579710145
12505,C³ Special,"Action, Comedy, Ecchi, School, Supernatural",Special,1,6.8817344,18468,7.066037735849057
19629,Zecchou Rocket,Restricted,short,2,6.5524654,1796,6.642857142857143
143,Kannazuki no Miko,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural",medium,12,6.792903,42927,7.169157608695652
24637,G-On Riders Special,"Comedy, Ecchi, Sci-Fi",Special,1,6.456383,302,6.571428571428571
31730,Audition,Music,long,1,6.4754105,78,7.0
5081,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",medium,15,8.270666,482268,8.51307236747075
373,Bannou Bunka Neko-Musume,"Adventure, Comedy, Mecha, Sci-Fi, Seinen",short,6,6.46092,6122,7.013953488372093
2579,Anime 80-nichikan Sekai Isshuu,"Adventure, Historical, Kids, Romance",medium,26,6.4659767,2258,6.87962962962963
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,8.21206,24707,8.423804226918799
1165,Sakura Taisen: Ouka Kenran,"Adventure, Mecha, Sci-Fi, Shounen",short,4,6.7284255,2890,6.925233644859813
8896,Natsufuku no Shoujo-tachi,"Drama, Historical",Special,1,6.725739,347,7.0
1439,Lupin III: Walther P-38,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.489363,3134,7.472527472527473
1139,Monkey Magic,"Adventure, Fantasy, Kids",medium,13,6.508445,356,6.6
31866,Last Exile: Ginyoku no Fam Movie - Over the Wishes,"Action, Adventure, Sci-Fi",long,1,6.797883,1948,7.0
5992,Tsuyoshi Shikkari Shinasai,"Comedy, Drama, Romance, School, Shounen, Slice of Life",medium,112,6.5075283,550,6.428571428571429
32011,Hakuouki: Otogisoushi,"Fantasy, Historical, Josei, Samurai",medium,13,6.844,2791,7.388888888888889
21591,Wasure-boshi,"Fantasy, Music",ONA,1,5.4952784,451,6.0
4760,Kanokon Specials,Ecchi,Special,12,6.722507,19232,6.73984771573604
32950,RS Keikaku: Rebirth Storage,Mecha,Special,1,6.210125,4648,6.228571428571429
30614,Ane Yome Quartet,Restricted,short,2,7.0204716,3921,7.219512195121951
31450,Sol,"Dementia, Music",Music,1,5.217211,88,5.25
782,Gasaraki,"Drama, Mecha, Military, Psychological, Supernatural",medium,25,6.547704,10770,6.936440677966102
3213,Ganbare Genki,"Action, Comedy, Shounen, Sports",medium,35,7.2828197,805,7.083333333333333
8560,"Kyou, Koi wo Hajimemasu","Romance, School, Shoujo",short,2,6.6955194,20953,6.818302387267905
1090,Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",long,1,7.5562363,12877,7.597916666666666
31551,Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,"Comedy, Seinen, Slice of Life",short,1,5.683753,280,5.5
31506,Kappa no Ude,nan,long,1,4.6926656,62,3.5
24021,Sei Shoujo The Animation,Restricted,short,1,6.63939,2159,6.75
2555,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life",medium,43,7.8118567,1501,7.875
1859,Grappler Baki,"Action, Shounen, Sports",short,1,6.9308395,4557,7.009569377990431
7364,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,"Action, Adventure, Fantasy, Magic, Shounen",long,1,6.972797,736,7.333333333333333
18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,"Action, Mecha, Sci-Fi, Shounen, Super Power",long,1,5.995162,402,5.333333333333333
32324,Major 2nd,"Shounen, Sports",Special,1,5.578698,458,4.0
32943,Hikari: Kariya wo Tsunagu Monogatari,Sports,Special,1,5.999981,171,6.0
31848,Ojisan to Marshmallow,"Comedy, Slice of Life",medium,12,6.645806,31005,6.917222963951936
10334,Rurouni Kenshin Recap,"Action, Adventure, Comedy, Historical, Romance, Samurai",Special,1,7.704001,4527,7.72
6667,Love to Live By,Music,Music,1,6.1119137,911,6.0625
1350,Parasite Dolls,"Action, Mecha, Police, Sci-Fi",short,3,6.5459595,6156,6.623529411764705
22377,Wonder Momo,"Action, Game, Martial Arts, School",ONA,5,4.8312783,3218,4.645161290322581
2724,Daicon Opening Animations,"Action, Adventure, Mecha, Music, Sci-Fi",Special,2,7.4021225,7174,7.891089108910891
6855,Da Nao Tiangong,Adventure,long,1,6.7361083,342,7.166666666666667
2993,Rosario to Vampire,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire",medium,13,7.3408046,299278,7.381349241161505
25975,I Love Sky,"Comedy, Kids",Special,1,5.9103317,121,6.0
1798,Animation Seisaku Shinkou Kuromi-chan 2,"Comedy, Drama, Parody",short,1,6.711155,3841,7.234939759036145
3132,Boukensha: The Man Was from Spain,"Adventure, Historical",medium,26,6.931076,496,6.529411764705882
29083,Lovely x Cation The Animation,Restricted,short,2,6.8425474,3348,7.0
609,Saishuu Heiki Kanojo: Another Love Song,"Drama, Romance, Sci-Fi",short,2,7.1312976,12239,7.329479768786127
6609,Pucca (2006),"Comedy, Parody, Romance",medium,26,6.943844,4425,7.055555555555555
22661,One Piece: Cry Heart,"Fantasy, Shounen",Special,3,6.418741,3417,6.775862068965517
32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",Ecchi,Special,1,6.106364,372,6.0
1788,Yuuguu Settai: Kotou no Gokuraku e Youkoso,Restricted,short,2,5.9390373,2075,5.883333333333334
9938,Ikoku Meiro no Croisée The Animation,"Historical, Seinen, Slice of Life",medium,12,7.3273506,38652,7.681569343065694
30321,Strike the Blood: Valkyria no Oukoku-hen,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",short,2,6.9331737,29176,7.402214022140221
2475,6 Angels,"Action, Sci-Fi",ONA,6,5.039391,1890,4.833333333333333
9000,Toaru Hikuushi e no Tsuioku,"Adventure, Military, Romance",long,1,7.174441,28857,7.899159663865547
5060,Hetalia Axis Powers,"Comedy, Historical, Parody",ONA,52,8.066384,144898,7.996083550913838
357,Bokusatsu Tenshi Dokuro-chan,"Comedy, Ecchi, Magic",short,4,6.890811,117080,7.1220383602858215
265,Hajime no Ippo: Mashiba vs. Kimura,"Comedy, Shounen, Sports",short,1,8.035024,40623,8.30065717415115
2795,Dragonaut: The Resonance,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi",medium,25,6.766629,45265,7.098721590909091
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,"Action, Comedy, Sci-Fi",medium,13,6.6868267,585,5.8
5204,Kara no Kyoukai 6: Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",long,1,7.235499,93803,7.901732539252842
14893,"Dakara Boku wa, H ga Dekinai. OVA","Comedy, Ecchi, Romance",short,1,6.75535,32195,7.047578589634664
6068,Sensei no Ojikan: Doki Doki School Hours OVA,"Comedy, School",short,7,6.427792,1441,6.755102040816326
30066,L/R: Licensed by Royal Special,"Action, Adventure, Mystery, Police",Special,1,5.938977,140,6.0
17613,Poka Poka Mori no Rascal,Kids,medium,52,6.055395,93,6.0
1041,Zetsuai 1989,"Drama, Music, Romance, Sports, Yaoi",short,1,6.7312846,7117,7.030100334448161
30484,Steins;Gate 0,"Sci-Fi, Thriller",nan,Unknown,8.339703,60999,8.5
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,"Action, Adventure, Comedy, Shounen, Supernatural",short,4,6.9195867,6166,7.676300578034682
2224,Hikari no Densetsu,"Music, Romance, Shoujo, Sports",medium,19,6.288312,2028,6.65
8936,Melody,Drama,ONA,1,6.411792,1018,6.6923076923076925
456,Gokujou Seitokai,"Comedy, School, Slice of Life",medium,26,7.089654,12234,7.143911439114391
1862,Strike Witches OVA,"Action, Ecchi, Magic, Military, Sci-Fi",short,1,6.5138855,18236,6.3645533141210375
2613,Mirai Shounen Conan 2: Taiga Daibouken,"Adventure, Drama, Sci-Fi",medium,24,7.2487936,931,7.466666666666667
32750,Ashita e Mukau Hito,Music,Music,1,5.2768893,105,4.0
